FM 
taxa ~ clinical_var
	adj.pvals	coeffs
Alanine, aspartate and glutamate metabolism	1	-0.0378305904621694
Amino acid related enzymes	1	0.168988905831011
Amino sugar and nucleotide sugar metabolism	1	0.0305221094694779
Arginine and proline metabolism	1	-0.171197223828803
Ascorbate and aldarate metabolism	1	0.0080182974919817
Biosynthesis of unsaturated fatty acids	1	0.0246332614753667
Butanoate metabolism	1	-0.11336032388664
Valine, leucine and isoleucine biosynthesis	1	-0.226037120773963
Steroid biosynthesis	1	-0.0551882850002915
Cyanoamino acid metabolism	1	-0.0759766549240233
Cysteine and methionine metabolism	1	0.22233030127767
D-Alanine metabolism	1	0.0704558599295441
D-Arginine and D-ornithine metabolism	1	0.00730848099269152
D-Glutamine and D-glutamate metabolism	1	0.216678058783322
Ether lipid metabolism	1	-0.0307061359692939
Fatty acid biosynthesis	1	-0.240943267259057
Fatty acid metabolism	1	-0.153872443346128
Fructose and mannose metabolism	1	-0.125453493874547
Galactose metabolism	1	-0.120221883379778
Glycosyltransferases	1	0.189678742310321
Glycerolipid metabolism	1	-0.173116357326884
Glycerophospholipid metabolism	1	-0.118775960881224
Glycine, serine and threonine metabolism	1	0.165913034334087
Glycolysis / Gluconeogenesis	1	-0.161917030338083
Glycosphingolipid biosynthesis - lacto and neolacto series	1	-0.0962984384037016
Glyoxylate and dicarboxylate metabolism	1	-0.193148956306851
Histidine metabolism	1	-0.137756979862243
Inositol phosphate metabolism	1	-0.0634365634365634
Lipid biosynthesis proteins	1	-0.104921394395079
Lipopolysaccharide biosynthesis proteins	1	0.170908039329092
Lysine biosynthesis	1	-0.161338661338661
Lysine degradation	1	-0.0608864819391135
N-Glycan biosynthesis	1	0.232372890267627
Other glycan degradation	1	-0.013171039486829
Pentose and glucuronate interconversions	1	-0.169803880330196
Pentose phosphate pathway	1	-0.139676113360324
Peptidoglycan biosynthesis	1	0.111020558388979
Phenylalanine metabolism	1	-0.121825542878174
Phenylalanine, tyrosine and tryptophan biosynthesis	1	-0.0874125874125874
Phosphonate and phosphinate metabolism	1	-0.202113675797886
Primary bile acid biosynthesis	1	-0.187812187812188
Propanoate metabolism	1	-0.254561228245439
Purine metabolism	1	0.309506283190494
Pyrimidine metabolism	1	0.262894999737105
Pyruvate metabolism	1	-0.152163625847836
Selenocompound metabolism	1	0.0931174089068826
Starch and sucrose metabolism	1	-0.211735632788264
Steroid hormone biosynthesis	1	0.0255271044744729
Synthesis and degradation of ketone bodies	1	0.030785004469215
Taurine and hypotaurine metabolism	1	0.171328671328671
Tryptophan metabolism	1	0.0585204269414796
Tyrosine metabolism	1	-0.00344392449655608
Valine, leucine and isoleucine degradation	1	0.101635206898365
Various types of N-glycan biosynthesis	1	-0.0364357151803718
alpha-Linolenic acid metabolism	1	0.0643041169356959
beta-Alanine metabolism	1	0.156659130343341
CD4NAIVE 
taxa ~ clinical_var
	adj.pvals	coeffs
Alanine, aspartate and glutamate metabolism	1	-0.11361663442941
Amino acid related enzymes	1	0.141832821827113
Amino sugar and nucleotide sugar metabolism	1	-0.152413892101251
Arginine and proline metabolism	1	-0.0316201751215529
Ascorbate and aldarate metabolism	1	0.030827278382664
Biosynthesis of unsaturated fatty acids	1	-0.0992898105956933
Butanoate metabolism	1	0.058223227774619
Valine, leucine and isoleucine biosynthesis	1	0.117116316587265
Steroid biosynthesis	1	-0.175757181409652
Cyanoamino acid metabolism	1	-0.073233583279792
Cysteine and methionine metabolism	1	0.176733948971654
D-Alanine metabolism	1	-0.013178490625671
D-Arginine and D-ornithine metabolism	1	-0.165961489829508
D-Glutamine and D-glutamate metabolism	1	-0.059371560982665
Ether lipid metabolism	1	0.297117546948478
Fatty acid biosynthesis	1	0.0330145797313231
Fatty acid metabolism	1	0.040109638481036
Fructose and mannose metabolism	1	0.0262749574507673
Galactose metabolism	1	-0.0682848139784508
Glycosyltransferases	1	-0.23717181936179
Glycerolipid metabolism	1	0.128298894732284
Glycerophospholipid metabolism	1	0.16654932706696
Glycine, serine and threonine metabolism	1	-0.0331512860656143
Glycolysis / Gluconeogenesis	1	0.0339988653382196
Glycosphingolipid biosynthesis - lacto and neolacto series	1	-0.0562409859273967
Glyoxylate and dicarboxylate metabolism	1	-0.0662068776972247
Histidine metabolism	1	-0.0139167048308434
Inositol phosphate metabolism	1	-0.139713873645599
Lipid biosynthesis proteins	1	-0.155667502857381
Lipopolysaccharide biosynthesis proteins	1	-0.231867613591292
Lysine biosynthesis	1	0.253344178708439
Lysine degradation	1	0.0411349359882199
N-Glycan biosynthesis	1	-0.179345039956616
Other glycan degradation	1	-0.19294732021859
Pentose and glucuronate interconversions	1	-0.136651651757476
Pentose phosphate pathway	1	0.0460290227558446
Peptidoglycan biosynthesis	1	0.13643292162261
Phenylalanine metabolism	1	-0.184594563193398
Phenylalanine, tyrosine and tryptophan biosynthesis	1	0.239482156411312
Phosphonate and phosphinate metabolism	1	-0.176187123634489
Primary bile acid biosynthesis	1	-0.0813265982698306
Propanoate metabolism	1	0.119508677437361
Purine metabolism	1	0.179222004255754
Pyrimidine metabolism	1	0.151826054863799
Pyruvate metabolism	1	0.00582368984080481
Selenocompound metabolism	1	0.049173268444542
Starch and sucrose metabolism	1	-0.0148052960037362
Steroid hormone biosynthesis	1	-0.200712240006329
Synthesis and degradation of ketone bodies	1	0.240343406317346
Taurine and hypotaurine metabolism	1	-0.171320378133723
Tryptophan metabolism	1	0.117362387988989
Tyrosine metabolism	1	0.0858242366680108
Valine, leucine and isoleucine degradation	1	-0.182092837275869
Various types of N-glycan biosynthesis	1	-0.0845581080262134
alpha-Linolenic acid metabolism	1	-0.142406988431136
beta-Alanine metabolism	1	-0.0501302127845804
STOOLWT 
taxa ~ clinical_var
	adj.pvals	coeffs
Alanine, aspartate and glutamate metabolism	1	0.00941164099058836
Amino acid related enzymes	1	0.0400651979599348
Amino sugar and nucleotide sugar metabolism	1	0.0928282244071718
Arginine and proline metabolism	1	-0.086361007413639
Ascorbate and aldarate metabolism	1	-0.111362321888638
Biosynthesis of unsaturated fatty acids	1	-0.0979020979020979
Butanoate metabolism	1	-0.223092696776907
Valine, leucine and isoleucine biosynthesis	1	-0.114622219885378
Steroid biosynthesis	1	-0.214023842194475
Cyanoamino acid metabolism	1	0.0536831589463168
Cysteine and methionine metabolism	1	0.0129081444870919
D-Alanine metabolism	1	-0.098164992901835
D-Arginine and D-ornithine metabolism	1	0.062569009937431
D-Glutamine and D-glutamate metabolism	1	0.0371470634628529
Ether lipid metabolism	1	0.0850728219149272
Fatty acid biosynthesis	1	-0.166990903833009
Fatty acid metabolism	1	-0.237972553762027
Fructose and mannose metabolism	1	-0.0837583469162416
Galactose metabolism	1	0.00709816499290184
Glycosyltransferases	1	0.13568010936432
Glycerolipid metabolism	1	-0.198485724801514
Glycerophospholipid metabolism	1	-0.075556022924444
Glycine, serine and threonine metabolism	1	0.303906619696093
Glycolysis / Gluconeogenesis	1	-0.273437089226563
Glycosphingolipid biosynthesis - lacto and neolacto series	1	-0.0931962774068037
Glyoxylate and dicarboxylate metabolism	1	0.0938272254061728
Histidine metabolism	1	-0.274278353225722
Inositol phosphate metabolism	1	-0.088359009411641
Lipid biosynthesis proteins	1	-0.292102634207897
Lipopolysaccharide biosynthesis proteins	1	0.0512119459487881
Lysine biosynthesis	1	-5.2578999947421e-05
Lysine degradation	1	-0.226930963773069
N-Glycan biosynthesis	1	0.0760555234239445
Other glycan degradation	1	0.0498711814501288
Pentose and glucuronate interconversions	1	-0.0849150849150849
Pentose phosphate pathway	1	-0.089988958410011
Peptidoglycan biosynthesis	1	-0.0816288974183711
Phenylalanine metabolism	1	-0.196514012303486
Phenylalanine, tyrosine and tryptophan biosynthesis	1	-0.0224512329775488
Phosphonate and phosphinate metabolism	1	-0.225984541774015
Primary bile acid biosynthesis	1	0.0221357589778642
Propanoate metabolism	1	-0.185525001314475
Purine metabolism	1	0.072374993427625
Pyrimidine metabolism	1	-0.0984804669015195
Pyruvate metabolism	1	-0.237814816762185
Selenocompound metabolism	1	0.298438403701562
Starch and sucrose metabolism	1	-0.0739260739260739
